contest-tmp2m-14d__tmp2m,index
26.28023162,376422
25.86272886,376423
29.12841943,376424
25.79023212,376425
26.9077625,376426
25.13835396,376427
21.88664317,376428
25.5637654,376429
26.95536523,376430
24.73380714,376431
22.74238133,376432
23.92197724,376433
27.43538949,376434
26.89934874,376435
25.14758935,376436
28.70159226,376437
21.29475269,376438
28.35192946,376439
28.62629569,376440
28.68799034,376441
20.2330007,376442
20.64647492,376443
25.38279151,376444
29.94136418,376445
24.72392741,376446
29.7626032,376447
22.47891121,376448
26.62226691,376449
26.99792451,376450
21.27030799,376451
20.02555394,376452
25.19836998,376453
20.80336712,376454
20.07731095,376455
26.81389386,376456
28.97270254,376457
26.32575928,376458
26.53665096,376459
22.46179695,376460
22.87647767,376461
22.48951031,376462
20.83808469,376463
26.41826241,376464
28.31015919,376465
22.35122493,376466
29.12813266,376467
21.28538912,376468
29.78985551,376469
22.46334487,376470
24.86849987,376471
22.85188438,376472
29.17205608,376473
29.05081451,376474
22.68343652,376475
27.36756918,376476
23.27788108,376477
28.41704363,376478
23.82121058,376479
27.98087364,376480
20.77963255,376481
25.06730882,376482
23.7317312,376483
27.56279174,376484
24.43212144,376485
29.06581428,376486
22.64633256,376487
20.10596384,376488
25.99397215,376489
22.33720915,376490
24.71516719,376491
29.65536048,376492
24.63433882,376493
25.12112257,376494
26.36996501,376495
25.69150968,376496
27.76568925,376497
26.3343432,376498
24.43576526,376499
28.22643524,376500
26.79405555,376501
29.97095927,376502
24.24472204,376503
28.08719147,376504
20.08887746,376505
28.23793464,376506
24.3130503,376507
23.32781471,376508
24.13320078,376509
27.09611091,376510
21.05189939,376511
23.81356626,376512
29.26977537,376513
20.96116285,376514
22.09933867,376515
22.95451068,376516
29.54961842,376517
26.96822957,376518
20.1254599,376519
28.70668038,376520
20.76926076,376521
27.45728608,376522
22.20661088,376523
21.66530237,376524
23.1835771,376525
26.66168334,376526
22.2165819,376527
22.87463218,376528
23.39531538,376529
20.84495612,376530
26.62418912,376531
28.75538936,376532
29.02597362,376533
28.10286158,376534
27.1571494,376535
29.75016965,376536
23.06066205,376537
28.08847078,376538
29.75755785,376539
29.53534111,376540
20.68480418,376541
29.52592532,376542
26.21150914,376543
20.25634475,376544
23.64941451,376545
25.3458349,376546
25.97566442,376547
26.25100974,376548
22.58439387,376549
28.67923441,376550
22.72119364,376551
26.32742565,376552
26.79440008,376553
21.91047939,376554
21.66059482,376555
29.9859955,376556
28.15896413,376557
25.8618376,376558
27.06880733,376559
28.93690983,376560
25.25385712,376561
22.21678379,376562
24.44696543,376563
22.17588865,376564
27.60730898,376565
24.75735337,376566
26.69038888,376567
28.67992461,376568
28.28135242,376569
26.94937931,376570
20.06840219,376571
28.66053777,376572
29.02537527,376573
28.7138211,376574
27.92343905,376575
21.87637683,376576
28.59622541,376577
22.07186776,376578
20.05768128,376579
21.99781165,376580
27.97886191,376581
20.74665767,376582
28.96487838,376583
24.723155,376584
20.62926024,376585
22.12218209,376586
21.67589556,376587
22.5648294,376588
23.23755031,376589
25.41975041,376590
25.78403368,376591
21.23941057,376592
21.62285848,376593
22.71934393,376594
26.90766045,376595
26.17005634,376596
29.37151282,376597
26.80977989,376598
23.55811491,376599
24.78343079,376600
21.02444315,376601
23.73225619,376602
26.78527682,376603
20.78990438,376604
25.71454194,376605
28.71304464,376606
25.65940539,376607
26.89996485,376608
28.6606057,376609
26.26550671,376610
26.04614863,376611
23.81968812,376612
20.22579035,376613
26.12938991,376614
24.02864717,376615
25.25878549,376616
26.9998779,376617
20.57075002,376618
27.0291469,376619
29.94905173,376620
22.95224758,376621
24.09214889,376622
26.67285833,376623
22.13760111,376624
28.74337476,376625
24.54138868,376626
21.46900956,376627
24.92442496,376628
26.8360455,376629
29.5881771,376630
22.21399229,376631
26.12112699,376632
24.03708082,376633
25.89685495,376634
26.9154742,376635
25.19304763,376636
26.4764765,376637
26.39750234,376638
29.3764768,376639
24.94678882,376640
26.57136267,376641
28.19263867,376642
29.41698455,376643
27.11404649,376644
28.87617753,376645
25.79262063,376646
29.70257135,376647
23.50916819,376648
21.3433213,376649
25.83175434,376650
28.27289994,376651
23.94120876,376652
21.51784466,376653
27.20650081,376654
20.76541771,376655
25.00789963,376656
20.12059712,376657
28.6372548,376658
26.67045732,376659
21.36928388,376660
25.29688153,376661
22.63846651,376662
20.15599975,376663
22.21024359,376664
29.39858109,376665
25.0487169,376666
22.98506175,376667
26.04833598,376668
22.5509277,376669
25.30430554,376670
28.5929006,376671
29.78295383,376672
27.72710181,376673
24.64279162,376674
28.96635105,376675
20.52679473,376676
25.11464038,376677
20.95461001,376678
22.10871418,376679
28.4442131,376680
24.19667031,376681
29.76648193,376682
21.7537474,376683
21.75093683,376684
26.73160519,376685
27.63593374,376686
27.75073786,376687
28.81850731,376688
21.91610754,376689
25.79507088,376690
22.71210047,376691
29.61492988,376692
20.7318607,376693
23.72333788,376694
23.9206165,376695
22.88071199,376696
20.24767367,376697
27.82101396,376698
23.9147623,376699
26.49624755,376700
25.23052129,376701
26.72010929,376702
24.71520237,376703
21.54448097,376704
24.20720511,376705
29.05091077,376706
27.45419062,376707
21.32703152,376708
29.08962152,376709
21.15774815,376710
26.95454265,376711
25.5451535,376712
25.64065942,376713
27.00041831,376714
20.33365442,376715
26.84258255,376716
22.73925768,376717
22.28752898,376718
29.23565143,376719
25.01839255,376720
26.34547575,376721
23.67421863,376722
22.07231217,376723
24.49413249,376724
21.54694646,376725
29.19599565,376726
20.53186753,376727
20.07313993,376728
21.84972223,376729
24.91073543,376730
20.47185873,376731
21.72273193,376732
22.06087196,376733
23.7546761,376734
22.88528074,376735
22.39789801,376736
28.13521607,376737
25.76480684,376738
22.49757271,376739
24.68680904,376740
23.11402908,376741
20.84083505,376742
21.87542821,376743
29.48721221,376744
22.1132777,376745
23.90610395,376746
24.31249742,376747
23.54355637,376748
28.29271606,376749
28.03810367,376750
22.96330709,376751
29.03052156,376752
29.03046406,376753
22.53433384,376754
20.87398622,376755
21.19720045,376756
29.83059325,376757
27.85568916,376758
21.17769414,376759
24.29137861,376760
22.73301548,376761
29.52803674,376762
28.29251267,376763
26.76825434,376764
20.05197425,376765
22.65755769,376766
22.99580203,376767
27.09640169,376768
28.17376422,376769
24.26130079,376770
25.82794374,376771
22.37834208,376772
20.44727095,376773
27.77757281,376774
23.51320655,376775
20.74873294,376776
20.59201564,376777
22.93271947,376778
20.20812264,376779
22.63649829,376780
27.66191911,376781
24.74378001,376782
25.74929142,376783
25.64884727,376784
25.55643225,376785
22.62922143,376786
24.34849637,376787
22.88959787,376788
21.49804558,376789
26.44046669,376790
27.9698973,376791
25.15459894,376792
24.68451828,376793
20.11779529,376794
28.51131968,376795
24.60058183,376796
25.3150679,376797
22.93984841,376798
29.35530329,376799
27.18757093,376800
25.37071814,376801
25.49895701,376802
29.3107688,376803
26.39320895,376804
23.69692715,376805
25.21186017,376806
27.31466436,376807
22.65390342,376808
24.47861537,376809
26.17270472,376810
23.59951289,376811
28.43930258,376812
28.1101105,376813
24.67317705,376814
26.41908249,376815
29.7645172,376816
27.46014561,376817
22.89710395,376818
26.35241805,376819
24.76898113,376820
22.86328742,376821
25.83479145,376822
23.97172373,376823
22.19280371,376824
21.33419036,376825
24.30183911,376826
25.49465753,376827
29.94084491,376828
29.58386156,376829
22.65678044,376830
20.43843062,376831
27.21369066,376832
26.18003233,376833
20.91685811,376834
21.28418599,376835
26.59732065,376836
22.49517824,376837
26.661079,376838
20.65970832,376839
22.75715841,376840
20.0920413,376841
20.38636651,376842
26.77558516,376843
24.67284057,376844
27.00294093,376845
20.91337242,376846
29.26396529,376847
21.31702148,376848
20.77116472,376849
27.68323485,376850
22.45060476,376851
23.19602031,376852
21.24305648,376853
21.26104334,376854
29.87513724,376855
29.76254375,376856
25.05963783,376857
20.66023071,376858
25.21101886,376859
23.36218844,376860
27.0312119,376861
21.20682225,376862
29.11422765,376863
20.64366979,376864
23.44976025,376865
23.42587443,376866
26.7020513,376867
21.19824105,376868
28.59574496,376869
27.80484704,376870
26.24561685,376871
20.53297673,376872
29.72854997,376873
20.26126464,376874
28.96824599,376875
27.07510342,376876
23.51393158,376877
20.20022872,376878
20.9323869,376879
24.33159675,376880
23.99101593,376881
29.90600466,376882
28.73555899,376883
22.00209808,376884
23.26862439,376885
27.47580428,376886
23.51867146,376887
21.84583556,376888
29.42293372,376889
27.76647369,376890
23.46956353,376891
27.39226155,376892
20.50921856,376893
26.97326598,376894
22.50336096,376895
25.64603981,376896
21.70060242,376897
23.00094894,376898
29.42288752,376899
28.85590095,376900
25.96883571,376901
23.9740813,376902
29.86999576,376903
27.49608323,376904
28.26733201,376905
22.14381463,376906
22.34321236,376907
26.63913522,376908
21.13573623,376909
28.6900608,376910
29.6720999,376911
25.20510487,376912
24.96366547,376913
29.19108367,376914
21.43123239,376915
22.6867703,376916
21.92605434,376917
23.47931394,376918
24.40674682,376919
24.87093245,376920
28.23878659,376921
21.56545293,376922
29.25217812,376923
22.05432041,376924
28.67328913,376925
22.84479283,376926
20.33570771,376927
22.3193134,376928
22.82733354,376929
20.85938987,376930
27.06025609,376931
26.76940221,376932
27.00609975,376933
23.45901404,376934
28.33295256,376935
22.8044091,376936
22.35663906,376937
23.17954763,376938
27.35072264,376939
21.36192419,376940
25.21162503,376941
27.18944071,376942
29.21271543,376943
26.98167415,376944
25.21745948,376945
23.52049819,376946
29.35671563,376947
22.85777044,376948
27.56146018,376949
21.14869388,376950
21.21146716,376951
27.61257716,376952
26.84887036,376953
29.67683699,376954
22.93584997,376955
20.73260382,376956
20.83401411,376957
28.98733903,376958
26.89528888,376959
23.23229209,376960
20.78096945,376961
28.27403888,376962
25.96839909,376963
22.77561851,376964
24.7519786,376965
24.35808709,376966
23.42862095,376967
29.67585765,376968
29.23314401,376969
28.38698459,376970
25.23728706,376971
28.32819338,376972
22.62689685,376973
26.16690253,376974
26.11741634,376975
29.26952645,376976
29.26749339,376977
24.542096,376978
22.0529685,376979
26.78778172,376980
23.9372602,376981
25.40487304,376982
29.39000091,376983
25.38275824,376984
21.16089008,376985
24.07881436,376986
25.53721868,376987
22.92405265,376988
20.1176196,376989
23.89444551,376990
26.97657122,376991
24.83101646,376992
28.84185584,376993
28.58858897,376994
26.9132623,376995
23.22701123,376996
20.56825849,376997
22.22449696,376998
29.68484037,376999
25.183183,377000
23.21546263,377001
28.37096515,377002
28.05366763,377003
29.40702507,377004
25.23190324,377005
22.47352543,377006
24.62553818,377007
28.5477417,377008
22.86821655,377009
28.16920742,377010
21.91610064,377011
29.64193878,377012
22.23869099,377013
21.92680489,377014
28.39257451,377015
28.77882589,377016
25.45382161,377017
29.91934449,377018
25.94763288,377019
22.52216799,377020
28.6631234,377021
28.9402478,377022
20.333499,377023
20.32335268,377024
24.97598305,377025
23.2093252,377026
26.7295776,377027
25.27314889,377028
22.51989748,377029
23.16879818,377030
21.27084988,377031
24.96745699,377032
25.1948329,377033
25.6008363,377034
25.9845129,377035
23.78490436,377036
23.67137922,377037
23.28264594,377038
22.59762074,377039
20.82553368,377040
27.58758623,377041
25.46524197,377042
23.54152739,377043
26.8763829,377044
21.05403604,377045
25.07577126,377046
25.47376234,377047
20.00884461,377048
29.47893134,377049
25.97504567,377050
28.89167024,377051
20.83084957,377052
20.15659271,377053
27.86393568,377054
29.38981116,377055
21.76031369,377056
24.15085477,377057
23.93405661,377058
24.31291333,377059
20.35155679,377060
25.89928159,377061
22.78442759,377062
28.66339759,377063
29.05062942,377064
22.04484432,377065
22.23881825,377066
21.65628748,377067
24.31958377,377068
26.67465986,377069
23.04782886,377070
28.40064452,377071
28.59588992,377072
20.34405089,377073
24.79910367,377074
24.3981044,377075
24.0118245,377076
25.71284441,377077
23.31260238,377078
26.64026747,377079
22.73815761,377080
26.25437232,377081
29.95380712,377082
21.49010364,377083
25.64026591,377084
27.48139838,377085
26.74181849,377086
22.75483325,377087
21.54226449,377088
21.44103649,377089
24.29358232,377090
21.25640274,377091
25.35229404,377092
29.00399997,377093
28.90908251,377094
25.48537075,377095
28.05625862,377096
28.5949442,377097
25.14962771,377098
21.01489655,377099
23.32913621,377100
21.72449031,377101
20.43819583,377102
23.51563451,377103
20.5895532,377104
21.34508455,377105
23.40773957,377106
26.59687633,377107
28.38740615,377108
20.79942944,377109
27.31637307,377110
24.38518324,377111
24.61149073,377112
22.58485379,377113
20.67277931,377114
23.48546384,377115
29.32045996,377116
22.48089776,377117
23.60434288,377118
25.90470758,377119
26.79791503,377120
26.53268484,377121
23.60253437,377122
23.32690821,377123
22.53623601,377124
28.10298951,377125
21.77683281,377126
20.61580576,377127
24.78251309,377128
29.52028641,377129
25.83634004,377130
25.42222735,377131
21.64713914,377132
20.38772208,377133
25.25927482,377134
21.68471516,377135
24.82076999,377136
28.01135624,377137
27.70554161,377138
28.67493625,377139
20.49403427,377140
28.99467617,377141
29.05332503,377142
23.33172261,377143
28.72054462,377144
20.59086872,377145
24.9056786,377146
23.87578278,377147
27.74469046,377148
24.95647772,377149
28.34898049,377150
25.61067133,377151
20.97352846,377152
22.83025359,377153
29.98129562,377154
23.94909118,377155
26.60902712,377156
22.23020834,377157
21.51908094,377158
26.7021342,377159
23.56193997,377160
20.01735732,377161
27.95178308,377162
25.16562289,377163
28.14624356,377164
24.64732762,377165
29.71234008,377166
29.30318355,377167
25.98115563,377168
29.6134167,377169
22.21181869,377170
20.44242902,377171
20.53407666,377172
29.71966865,377173
28.68715071,377174
27.12106439,377175
23.06633541,377176
23.16496227,377177
26.26658972,377178
20.83961309,377179
20.60532885,377180
24.3521783,377181
29.79782212,377182
27.33420289,377183
21.88246989,377184
29.21166757,377185
24.93403627,377186
22.06684495,377187
20.63411187,377188
24.28083837,377189
25.56400745,377190
21.88089843,377191
27.04834282,377192
23.8468167,377193
24.07509218,377194
21.00173924,377195
21.6217082,377196
29.48602107,377197
23.3434633,377198
22.48311147,377199
26.60314034,377200
29.58948508,377201
20.93997318,377202
24.81327156,377203
28.11777567,377204
29.02034404,377205
28.25683236,377206
29.21632106,377207
27.35126212,377208
24.23347207,377209
23.31373269,377210
23.55151766,377211
21.7518561,377212
28.78234407,377213
22.73213734,377214
21.93384629,377215
27.48116025,377216
24.16518656,377217
29.57579308,377218
28.7131427,377219
23.26879201,377220
22.66886299,377221
29.07917932,377222
25.84035807,377223
20.71126435,377224
26.0187462,377225
20.17514103,377226
28.53586364,377227
20.97837636,377228
23.86439342,377229
22.31524776,377230
21.49569378,377231
25.00088332,377232
25.36158275,377233
28.8135293,377234
22.55224231,377235
23.67795603,377236
26.72256992,377237
21.66504303,377238
21.9131789,377239
28.78990996,377240
25.00475629,377241
20.46843322,377242
25.29837371,377243
21.65946171,377244
21.72212395,377245
29.12425245,377246
26.94825361,377247
20.64926141,377248
20.23509632,377249
24.23282684,377250
28.85408,377251
23.25727567,377252
20.51891233,377253
26.67950205,377254
20.56791826,377255
26.74031245,377256
29.34101392,377257
25.90280294,377258
28.28488434,377259
29.49891478,377260
27.73079042,377261
27.83896072,377262
21.61761662,377263
28.95392963,377264
22.4836179,377265
24.70551822,377266
23.64934855,377267
27.01330553,377268
29.38327345,377269
20.16352734,377270
26.1164746,377271
21.76372969,377272
20.36255149,377273
20.17424043,377274
27.30840041,377275
24.60310661,377276
29.2535735,377277
21.42231863,377278
20.53596361,377279
21.87583004,377280
23.94175524,377281
22.56200371,377282
26.57782704,377283
27.81087206,377284
23.03465576,377285
